OSM_ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
-3389541,"2345,607915","2816,541566","2249,6779","2521,650471","2068,698805","2548,986245","2538,247696","2788,953747","2192,532543","1860,89016","2054,464447","2060,420983","1933,836962","1639,882428","2071,716911","3189,748683","2227,324142","1879,689527","1829,309278","1866,546483","1427,863186"
-214840,"1607,29148","2026,801332","1802,311674","1828,650954","1703,588097","1766,178939","2049,961988","1803,373231","1813,450187","1627,524177","1784,180608","1673,481228","1687,024712","1443,620642","1640,31784","2411,66401","2043,535696","1608,943888","1644,643718","1520,398736","1277,326281"
-214839,"2088,517499","2678,98674","2196,41222","2309,461898","1984,047662","2386,368563","2252,356517","2502,680965","2119,622214","1798,817394","1875,214735","1842,956247","1840,750719","1597,827717","1717,63813","2878,111823","2220,582347","1954,339294","1708,984743","1445,031186","1591,935284"
-214838,"1436,894054","1805,616381","1421,511064","1556,292903","1293,612129","1534,63801","1609,267343","1727,411253","1483,606931","1318,132702","1401,810967","1393,396082","1350,088146","1179,112335","1351,25971","1947,611211","1721,963726","1323,642818","1356,857646","1274,562304","1113,6273"
-214837,"2401,636826","2748,266405","2489,809069","2516,008562","2295,725537","2265,168969","2561,057644","2698,32859","2240,85804","2068,366166","2308,223212","2223,738255","2185,254219","2167,499254","2249,516318","3253,145847","2662,405851","2236,482676","2062,465805","2083,451916","2030,907985"
-214836,"2227,142195","2319,29866","2294,019002","2314,507283","2158,593419","2366,510077","2294,069805","2328,841621","2244,792138","1913,966439","2237,01743","1972,160726","2273,336196","1947,146146","1794,86156","2406,1185","2288,579442","2056,896459","2057,901446","1770,714166","1740,1918"
-214835,"2445,140082","2769,361818","2452,210908","2454,602479","2253,508384","2378,907241","2392,150737","2526,126517","2264,886821","2011,550712","2251,149524","2193,989199","2153,588751","2144,189486","2003,140306","3046,793331","2470,781523","2249,088248","2236,90358","1834,18195","2053,842886"
-214670,"2417,757288","2752,352185","2672,769634","2779,906213","2716,245851","2700,518264","2730,111179","2648,820307","2618,112945","2428,019046","2708,237662","2427,723822","2661,490315","2330,845897","2087,031945","2671,819523","2612,28684","2478,173006","2696,030193","2219,74489","2319,60008"
-1957640,"4166,440552","5529,785807","4552,657227","5506,357227","5211,999878","4704,44635","4776,125122","5611,762044","5695,118978","5641,023763","5853,071452","5477,666829","5796,404948","5255,166667","5363,285807","5847,000163","5186,119141","5477,5","3859,540876","4507,581613","4257,102086"
-1749743,"3469,414255","4046,323803","3504,046052","4255,923926","4352,205631","3810,629478","3601,584389","4113,783982","4053,984174","3953,299806","4337,599458","4019,329885","4362,476834","3497,537776","3802,455385","4252,398114","3821,531345","3980,15821","3633,378931","3865,732852","4143,378304"
-1749742,"6062,966289","5803,122456","5666,768529","6123,471222","6024,678055","5999,02241","5682,80008","6184,706288","5913,64712","5960,585943","5954,367894","6217,497836","6302,116538","6447,134835","6218,974217","6086,850651","6223,847945","6358,971019","6149,736168","6224,335677","6002,380771"
-1749741,"4134,452069","3913,115068","3888,302351","4016,247895","4224,214884","4068,44019","3992,945529","4225,207504","3948,894921","4007,914796","3958,34158","4352,567322","4304,336281","4496,096211","4315,000921","4274,363135","4203,673448","4455,121159","4204,128401","4359,02923","4252,805005"
-1749740,"3640,499919","3976,523926","3469,380859","3780,642904","3881,619059","3083,035645","2966,071411","3244,285645","3280,928589","3176,821411","3305,143066","3040,607056","3236,5","3002,25","2868,321411","3419,357178","3094,464233","4790,928711","4550,356934","4530,856934","4726,356934"
-1749739,"5897,643066","6610,999512","6074,285645","6806,928711","6769,928223","6492,071289",6152,"6580,143066","6853,5","6561,071289","6637,785645","6501,856934","6787,357422","6576,643066","6372,071289","6860,571289","6518,285645","6808,428711","6588,714355","6487,928711",6644
-1749738,,,,,,,,,,,,,,,,,,,,,
-1749737,"6089,086365","6050,112101","5799,542691","6236,997023","6152,271837","5966,953393","5788,796641","6284,910658","6159,197394","6108,650777","5992,553569","6317,400784","6487,612054","6428,188483","6385,857151","6362,00099","6290,371039","6479,026394","6242,700516","6321,642852","6356,59884"
-1749736,"3571,150798","4029,792736","3724,879325","4229,605218","4329,984772","3806,232598","3770,164734","4294,413031","4038,864374","4247,605437","4541,525408","4102,090179","4147,698966","3509,398895","3817,02724","4338,589581","3632,797144","4089,690279","3733,446424","3855,315939","4212,570725"
-1749734,"4303,822852","4906,457168","4630,074548","5309,941539","5119,55198","4565,551869","4496,026001","4848,275945","5152,535645","5241,970792","5495,035733","5120,816313","5053,918318","4504,760693","4697,785791","5647,22146","4619,146436","5308,103564","4668,717896","4710,80354","5145,124951"
-1749733,,,,,,,,,,,,,,,,,,,,,
-1749732,"4508,3492","4361,712497","4320,91359","4477,323213","4518,741094","4462,220911","4376,509567","4521,304738","4310,009961","4325,29535","4399,441722","4599,887612","4710,093825","4991,877696","4742,560924","4607,43004","4594,934407","4848,187931","4607,7579","4736,317684","4592,353621"
-1749731,"4526,581319","5406,67062","4470,712294","5413,54366","5271,938721","4844,446994","4700,414237","5291,987793","4803,873458","4930,30249","5274,445384","5092,048304","5406,441234","4857,705882","4872,426463","5405,680707","4753,331959","4843,174381","4330,79411","4717,678546","5105,558788"
-1749729,"4072,392865","5063,662354","4192,581166","5168,120117","5067,571411","4562,263006","4430,772077","4831,656459","5002,047631","5089,401414","5436,806036","5044,214239","5220,227876","4589,224927","4637,992883","5632,199927","4548,689246","5099,458637","4469,354474","4710,232838","4889,412688"
-1749728,"5677,385846","5337,480742","5307,618909","5557,814285","5605,063746","5497,700523","5186,707619","5717,473166","5384,417825","5454,729394","5381,487941","5711,721987","5845,661316","5941,828975","5722,052976","5573,670803","5598,265172","5780,332556","5577,820769","5671,150606","5406,502383"
-1749727,"5888,121776","5778,402673","5696,98483","6063,278583","6006,25448","5717,318738","5627,495547","6058,446436","5725,33924","5761,895984","5532,169978","6045,522646","6364,450263","6363,634211","6153,607165","5826,768337","5982,656336","6415,327234","5986,672772","6091,338821","5985,983586"
-1749726,"5372,786133","5229,286133","5232,856934","5680,642578","5880,928711","5581,071289","5756,214355","5975,214355","5749,714355",5884,"5980,5",5679,"5611,143066","5850,071289","6085,642578","6149,356934","6169,571289","6480,356934","6209,928223","5968,571289","6477,571289"
-1963798,"2884,231124","3396,022901","3168,434513","3622,885981","3397,176481","3333,118413","2881,49909","3290,111722","3079,67674","3199,647889","3167,973453","2993,726348","3507,202227","3028,62674","3241,233858","3406,982617","3462,345072","3345,57091","3241,02594","3293,774603","3363,282547"
-1858775,"2918,971533","3503,628613","3108,542871","3950,303589","3358,976156","3538,666667","3244,428548","3584,42863","3496,404785","3020,928548","3651,238118","3342,952474","3740,261963","2891,214355","2899,047607","3509,404785","3003,19043","3113,714274","3165,976156","2429,428589","2506,714315"
-1858774,"3570,071533","4439,142822","3758,285645","4571,142904","4050,595296","3572,476237","3138,2618","3782,880859","4033,785726","3693,428711","4105,30957","3637,000081","3899,714233","3557,785889","3906,68675","4100,837263","5314,951667","5266,706412","5094,379841","5149,775974","5145,835011"
-1858773,"2426,696457","2788,834869","2518,245529","2900,593781","2803,558037","2754,65625","2239,852715","2774,495514","2700,857132","2737,270412","2587,617362","2362,954084","3138,94505","2629,423058","2712,895639","2630,73075","2943,777751","2930,25002","3216,685693","2865,285693","3333,985742"
-1858771,"4105,714355","5096,214355","4666,643066","5471,143066","5147,071289","5010,714355","4840,642578","5135,856934","4865,143066","5458,142578","5198,356934","5156,357422","5617,714355",5069,"4890,143066",5547,"4921,214355","5094,428711","3845,071533","4002,428467","4733,856934"
-1858770,"3332,241058","3973,437439","3514,428589","3946,910736","3659,03566","3351,133942","3214,848221","3605,374924","3528,803574","3627,080429","3914,651764","3332,535721","3594,22319","3453,142822","3252,955322","3540,732193","3582,607101","3536,160721","3342,928589","3474,404765","3737,535787"
-1858769,"3033,054941","3509,219764","3087,043908","3321,028564","3362,942896","3063,031738","2542,420654","3126,857096","2928,579319","3183,968275","2976,658705","2743,563449","3497,017822","2729,938808","3121,846959","2950,540771","3329,714274","3103,226135","3156,892904","2849,542871","3136,699951"
-1858768,"3339,824181","3987,012939","3264,864258","3608,849951","3766,785645","3633,769803","3026,61107","3901,455353","3480,339264","3877,589264","3465,589264","3367,035721","4172,500061","3646,482117","3743,232178","3749,562531","3770,223175","3819,276794","3838,812531","3436,383942","4021,598236"
-1858767,"3632,3096","4254,365374","3491,261519","4037,857536","4425,694511","4157,512455","2913,639115","4150,671314","3873,524254","4163,719692","3524,952723","3492,46047","4110,080536","3395,121256","3641,654667","3946,409498","3830,027494","4096,143074","3800,717221","3686,284387","4342,862718"
-1858766,"3784,452311","4090,761882","3850,904867","4350,357096","4368,595133","3995,047689","3211,333415","3883,595459",3646,"3814,071533","4265,333415","3879,071452","5003,857422","4548,321411","4285,821533","4470,035889","4567,785767","4059,107178","3450,8573","3321,678589","4043,928589"
-1858765,"3632,30075","3548,443609","3462,589289","3578,335223","3714,286975","3617,092093","3579,7544","3758,92669","3425,908208","3615,343033","3629,377407","3720,801617","3879,673736","3987,838102","3740,19213","3825,529335","3706,136294","3840,582322","3749,730825","3882,417341","3809,510288"
-1858764,"2264,070407","2095,592224","2219,782475","2056,153427","2210,083191","2193,790829","2301,506657","2283,422771","2070,845386","2135,25281","2231,08813","2508,905724","2448,307537","2592,953632","2321,83209","2231,011249","2185,748465","2507,905676","2462,025979","2592,65208","2416,16593"
-1858763,"4244,274741","4210,59306","4249,482512","4280,836394","4454,372105","4308,270509","4225,36197","4337,50905","4083,385008","4248,113809","3924,751777","4788,5591","4638,023009","5021,971757","4398,111752","4369,627733","4151,018692","4880,804634","4504,58561","4710,190161","4650,894512"
-1858762,"3269,197228","3125,870326","3127,72678","3152,678323","3263,62902","3146,608913","3230,603854","3282,549645","3044,002019","3168,930257","3097,54525","3481,178158","3450,170879","3655,777517","3427,35594","3331,063578","3278,181728","3433,708816","3351,808278","3568,489571","3415,300589"
-1858761,"4757,191871","4709,941289","4586,041872","4815,876801","4828,679862","4577,956438","4458,412364","4737,251104","4571,976245","4607,919703","4610,285719","4604,71671","5014,278671","4949,880339","4754,057713","4845,671319","4758,63599","4791,342636","4619,254038","4617,274606","4614,29056"
-1858760,"6089,634992","6170,308187","5999,776518","6362,06873","6325,589684","6124,888646","5626,34155","6458,454184","6146,134092","5807,15365","6225,282724","6216,530986","6516,18528","6009,708229","6000,057267","6285,991911","6087,00742","6332,788074","6046,137111","6007,445759","6167,148246"
-1858759,"4514,257728","5295,565191","4664,159912","5363,439469","5073,218812","4828,401227","4658,770503","5018,886059","4904,430067","4969,290283","5337,129197","4965,270492","5324,186923","4886,65504","4989,214246","5355,557747","4921,275053","4792,803929","4513,472536","4679,897806","5028,117574"
-1858758,"4061,597027","4251,556501","4055,237039","4311,848329","4221,982216","3861,710381","3881,494791","4127,730384","3952,602881","4021,637061","4102,278155","4165,431362","4594,371024","4348,498982","4228,466207","4392,0333","4405,280341","4214,118791","4065,232704","3895,523806","4010,29467"
-1858757,"2388,432596","2288,839108","2525,747907","2323,633753","2519,912816","2453,36362","2559,856614","2467,393906","2230,385856","2328,098565","2315,548323","2839,184517","2651,033439","2885,256651","2511,922619","2409,293416","2304,113942","2866,289536","2771,098607","2829,299129","2667,124738"
-1858756,"2252,4523","3784,035363","3152,74674","3539,0064","3514,744759","3504,21245","3207,973117","3588,3514","3422,972819","3203,279498","3577,798082","3630,492865","3679,707816","2912,083289","2957,874908","3843,836751","3210,825628","3062,668868","2955,738951","2597,189464","2673,686955"
-1858755,"5155,637547","5534,608972","5171,998799","5534,454552","5330,739054","5356,667611","4642,495931","5462,028669","5072,969706","5269,326493","5325,661845","5075,389448","5774,586754","5219,482623","5359,469317","5616,182823","5473,861597","5498,634404","5374,886816","5038,322636","5490,619592"
-1858754,"5180,100527","5661,487416","5291,838861","5680,493891","5503,635029","5631,515208","4896,881986","5592,509585","5314,087996","5405,02091","5523,75959","5544,174226","5985,159821","5398,342272","5512,91191","5656,404026","5803,927712","5672,450049","5521,43469","5365,757675","5504,076675"
-1858753,"5426,192822","5770,485496","5411,681579","5798,458616","5618,350907","5594,907282","4955,072666","5797,188773","5394,926004","5526,179853","5694,160732","5601,966812","6133,874961","5434,544673","5719,3444","5713,114764","5599,891575","5777,710423","5467,864742","5202,204075","5616,299761"
-1858752,"2520,838607","2557,995506","2637,915934","2539,28113","2571,328402","2620,109902","2676,86042","2737,640234","2585,831114","2649,985679","2688,596053","2960,985948","2946,044748","2845,523595","2634,645385","2874,28281","2470,910781","2919,843307","2904,898605","2978,40831","2802,070589"
-1858751,"2630,016527","3607,45721","3078,107964","3693,405052","3544,50185","3486,911025","3267,60547","3669,978238","3588,359009","3283,725994","3700,299337","3503,136126","3937,523397","2967,410088","3094,000918","3608,789198","3085,552391","3158,828816","3039,488257","2676,676969","3026,251294"
-1858750,"3731,358448","4388,230166","3978,493395","4537,141534","4109,16673","4091,101843","3624,972222","4204,583324","3973,367741","4254,82142","4294,990718","3828,825403","4492,40474","4065,235433","4059,79377","4021,571447","4148,231201","4111,984901","3651,615918","3885,613221","4354,691369"
-1858749,"4052,835776","4630,125244","4085,704083","4413,128976","4257,601095","4487,278402","4007,033001","4329,033892","4289,223436","4435,505437","4420,978024","4215,552209","4749,900162","4271,592498","4411,060406","4586,597985","4607,697804","4510,740472","4385,898722","4236,460204","4577,799276"
-1858735,"4480,881138","4553,122482","4218,184252","4516,190795","4281,571212","4125,892751","3906,289195","4377,556059","4118,013424","4009,122112","4145,074561","4362,49136","4780,426797","4170,261503","4365,668631","4576,798491","4361,052539","4455,510055","4335,986603","4095,884372","4127,248033"
-1858734,"4329,850953","4194,316718","4034,684628","4258,321354","4143,213196","4112,487327","4066,575439","4375,494752","4106,870739","3993,870287","4210,879891","4258,624151","4510,58643","4521,941724","4328,762977","4427,486398","4157,761901","4439,732231","4261,73329","4374,484223","4281,747995"
-1858733,"5064,91414","5157,261914","4890,105087","5180,594774","4942,313873","4963,028138","4699,931547","5228,432921","5039,15774","4724,241753","5017,035254","5152,470939","5399,532954","4794,932026","4700,719107","5303,280198","4982,637826","4996,120428","4800,738781","5069,753441","4885,96909"
-1858732,"3324,362419","4020,589912","3802,111188","4324,20305","3980,409934","3799,992079","3463,28175","3850,67329","3410,050006","4205,993605","4153,161953","3598,682559","4192,491159","3828,349333","3861,975571","3817,7585","3771,576628","3753,144949","3262,829616","3429,933971","3866,748952"
-1858731,"4070,671264","3813,043838","3764,173862","3870,18165","3926,42078","3947,19059","3874,609584","4123,266865","3933,499033","3817,458936","3960,604392","4141,114283","4256,831485","4315,163316","4123,780203","4205,913631","3993,525644","4283,815748","4060,023218","4226,829872","4193,688151"
-1858730,"2548,302124","3667,222083","3520,476044","4101,70737","3906,504338","3491,013326","3234,08287","3613,330608","3468,255579","3475,869057","3279,522489","3364,200931","3681,995658","2926,929578","3119,045035","4182,437335","3465,172272","3362,186926","3332,507702","3194,156436","3011,299926"
-1858729,"3974,527121","4856,523509","4372,754055","4961,848997","4662,919517","4233,636527","4102,488238","4481,5904","4195,302858","4531,169953","4949,515387","4431,29385","4685,826425","4517,275761","4382,909544","4705,797176","4681,97794","4460,096978","3951,598781","4115,444435","4606,808642"
-1858728,"3484,423169","4110,556057","3568,225817","3928,662936","3965,64042","3652,965614","2447,728394","3936,287503","2971,583931","3926,086665","3524,951749","3213,773167","4486,629343","3398,669864","3705,74613","4014,946165","3961,391391","3783,16829","3545,681988","3138,67024","4010,907043"
-1858727,"4073,692502","4343,843695","4050,515775","4545,24316","4291,817003","4069,04212","3281,41145","4262,904663","3863,005362","4175,671569","4283,221468","3887,234909","4526,599524","3975,609796","4129,013485","4160,965878","4325,365326","4030,725353","3901,834411","3616,56894","4057,018488"
-1858726,"5513,522602","5659,92979","5340,875652","5864,380561","5720,249392","5645,007233","5005,181566","5887,26392","5356,53874","5394,548406","5609,159813","5502,570221","5802,422533","5685,951913","5727,333765","5771,741354","5712,975371","5890,745084","5553,033873","5405,232467","5882,215485"
-1858725,"5509,317179","5726,726771","5494,453531","5899,860593","5735,310244","5325,19407","5098,178165","5612,794756","5570,731941","5413,790877","5506,785747","5707,988815","6021,872645","5952,451359","5785,812925","5657,399201","5597,810674","5825,769513","5535,879058","5482,755473","5716,375984"
-1858724,"3910,349924","4046,799504","3759,21701","4089,406422","3827,428557","3903,073238","3680,944623","4105,713843","3956,643306","3849,236662","3946,869795","4048,052218","4297,514935","3785,131573","3637,87635","4322,877929","3990,371142","4130,348967","3939,265095","4080,290708","3828,849891"
-1858723,"3278,785002","3897,998598","3296,764477","3577,786413","3387,376939","3407,653463","2553,536766","3535,408075","3141,418664","3815,863515","3325,313288","2888,770704","4080,617844","3268,521434","3530,740713","3803,657141","3590,910015","3634,510017","3472,782861","2910,487004","3930,418474"
-1858722,"5970,198708","5807,479636","5683,112758","5959,589678","5763,089376","5691,369909","5451,155623","6032,836779","5778,174784","5549,176311","5759,639204","5861,804862","6093,79573","5858,817618","5881,854129","5934,495128","5692,874171","6014,686515","5684,860815","5614,112622","5671,425216"
-1858721,"5066,732131","5077,916397","4785,396761","5121,749497","4935,808731","4833,897427","4840,998981","5154,014561","4968,539274","4830,983066","4982,664209","4914,205478","5372,046382","5225,231583","5052,075157","5259,208891","4912,570074","5201,788428","4924,327711","4997,909602","4973,909275"
-1858720,"3998,398301","4101,941609","4061,175194","4211,751047","4234,887618","3851,406101","3822,859626","4103,952184","3842,462456","4004,038726","3909,289586","3996,219132","4448,322499","4477,14559","4292,068512","4256,009301","4170,982338","4169,936411","3990,565365","3873,798623","3945,700589"
-1858719,"4231,745345","4425,204845","4065,704849","4420,797464","4213,472434","4074,509933","4105,451934","4413,334463","4198,562754","4226,326522","4235,487846","4320,600611","4752,048087","4256,90642","4258,414765","4550,801465","4343,517745","4312,835481","4360,638913","4260,150781","4178,92708"
-1858718,"4427,619631","4810,872527","4567,538901","5079,080566","4874,831376","4474,496714","4090,119788","4794,158265","4438,930374","4610,252349","4911,47076","4649,496773","5098,755022","4824,989022","4794,730934","4816,766418","4933,1483","4849,639875","4337,926148","4327,287671","4727,432679"
-1858717,"4345,195548","4381,102943","4300,512742","4508,434598","4598,980703","4327,624447","4253,231935","4494,45191","4195,398689","4315,254107","4256,406013","4457,901918","4834,872058","4829,286612","4685,64819","4626,37584","4405,58959","4542,895997","4398,612641","4408,946031","4188,470671"
-1858716,"3302,721298","3945,90086","3655,176107","4437,499622","3671,523811","3978,697617","3736,15196","4064,266015","3741,194776","4209,564804","4146,338381","3868,834987","4343,350318","3807,305431","3821,869454","4236,108952","4026,99942","3987,661439","3486,569531","3890,391158","3766,470543"
-1858715,"3147,745307","3306,342357","3085,692485","3309,471357","3059,140946","3188,220809","3090,410429","3400,949726","3263,003507","3155,259465","3233,495072","3412,840116","3559,54645","3064,558393","2980,299874","3623,940661","3202,445271","3407,81483","3266,165248","3433,07159","3203,627143"
-1858714,"4679,526148","4478,628906","4505,252619","4711,83405","4865,509566","4784,893289","4495,701205","4950,023082","4594,019606","4630,074033","4619,699438","4881,449933","5019,270897","5010,860187","4946,757677","4877,194107","4814,202014","4919,889137","4681,957498","4940,846194","4829,677478"
-1858713,"5424,921061","5292,975507","5105,277862","5409,651439","5247,523004","5129,82573","4986,369107","5385,587321","5238,668843","5057,606397","5110,889335","5196,065451","5566,022999","5419,58264","5339,570297","5524,94335","5270,887989","5489,527115","5259,497176","5129,442668","5170,499072"
-1858712,"4249,70651","4042,909852","4031,378727","4135,117058","4143,237254","4091,742593","4112,650989","4352,359602","4095,461451","4061,268384","4173,878365","4413,445194","4421,902403","4434,337688","4102,272614","4350,130131","3990,206523","4295,176812","4181,964657","4303,397813","4327,978077"
-945066,"3662,434581","4550,746144","3388,939083","4399,578357","3894,786627","3717,312506","3679,29355","4189,247508","3695,596787","3811,525856","4043,775873","3642,957436","4066,778987","3469,325359","3705,353472","4048,709958","3740,888222","3460,283784","4072,447247","2795,922371","4010,22073"
-942471,"3685,18603","4688,65589","3330,630612","4507,807344","4246,542846","3852,928566","3638,261929","4404,637058","3717,118361","3792,357154","4154,93775","3714,211793","4086,730136","3395,812446","3921,180877","4195,753967","3814,824773","3598,556626","4029,671794","2909,816867","4281,822623"
-938734,"2912,430288","3410,648667","2965,095135","3066,238962","3117,9267","3439,990848","3320,289361","3194,873845","3408,017513","2771,405312","3663,178818","3070,901687","3810,44675","2750,607635","2917,363437","3546,394153","3005,405934","2808,257853","2960,982315","2302,481413","2130,292333"
-938733,"3512,825873","3477,973372","3123,022207","3747,418258","3536,068865","3424,674237","2929,284478","3149,383869","3226,674702","3114,810111","3122,193253","2981,574275","3376,193777","2880,970281","2821,954351","3982,663297","3438,30817","3426,918341","3740,599399","2936,756346","3745,091302"
