,airports,dates,day_before
542,HHH,2008-01-02 12:08:00,12.133333333333333
543,TEX,2008-01-02 12:45:00,12.75
544,SLE,2008-01-02 12:50:00,12.833333333333334
545,DHN,2008-01-02 12:54:00,12.9
546,MEI,2008-01-02 13:32:00,13.533333333333333
547,ABY,2008-01-02 13:49:00,13.816666666666666
548,BTM,2008-01-02 14:19:00,14.316666666666666
549,PSG,2008-01-02 14:51:00,14.85
550,FLO,2008-01-02 15:01:00,15.016666666666667
551,SCC,2008-01-02 15:31:00,15.516666666666667
552,WRG,2008-01-02 16:04:00,16.066666666666666
553,MOT,2008-01-02 16:12:00,16.2
554,HHH,2008-01-02 16:13:00,16.216666666666665
555,CDV,2008-01-02 16:20:00,16.333333333333332
556,STX,2008-01-02 16:41:00,16.683333333333334
557,BGM,2008-01-02 17:17:00,17.283333333333335
558,ABY,2008-01-02 17:52:00,17.866666666666667
559,ERI,2008-01-02 18:32:00,18.533333333333335
560,FLO,2008-01-02 18:57:00,18.95
561,BRW,2008-01-02 19:35:00,19.583333333333332
562,GTR,2008-01-02 20:13:00,20.216666666666665
563,DHN,2008-01-02 20:58:00,20.966666666666665
564,LWS,2008-01-02 21:54:00,21.9
565,YKM,2008-01-02 22:21:00,22.35
566,BGM,2008-01-02 23:21:00,23.35
567,ACY,2008-01-02 23:22:00,23.366666666666667
568,MOT,2008-01-03 01:43:00,1.7166666666666666
569,SCC,2008-01-03 08:59:00,8.983333333333333
570,WRG,2008-01-03 09:21:00,9.35
571,BRW,2008-01-03 10:41:00,10.683333333333334
